Wolof,ajami
"nangeen xam lii, yéen ñépp ak bànni","ناڠەەن خام ليي, يێەن ڽێپپ اك بانني"
Israyil gépp! Ci turu Yeesu Kirist mu,يسراييل گێپپ! چي تورو يەەسو كيريست مو
"Nasaret, mi ngeen daajoon ca bant te","ناسارەت, مي ڠەەن دااجوون چا بانت تە"
"Yàlla dekkal ko, ci tur woowu la","ياللا دەككال كو, چي تور ووووو لا"
"nit kii jële ag wér, ba taxaw ci seen kanam.","نيت كيي جێلە اگ وێر, با تاخاو چي سەەن كانام."
"Yeesu moomu mooy:“Doj wi ngeen xeeboon, yéen","يەەسو موومو مووي:“دوج وي ڠەەن خەەبوون, يێەن"
"tabaxkat yi,te moo doon doju koñ.”","تاباخكات يي,تە موو دوون دوجو كوڽ.”"
"Te mucc amul ci keneen, ndaxte ci","تە موچچ امول چي كەنەەن, نداختە چي"
ron asamaan amul weneen tur wu ñu,رون اساماان امول وەنەەن تور وو ڽو
"maye ci nit ñi, wu nu war a mucce.»","مايە چي نيت ڽي, وو نو وار ا موچچە.»"
"Kon bi ñu gisee fit, wi Piyeer","كون بي ڽو گيسەە فيت, وي پييەەر"
"ak Yowaana àndal, te ñu xam ne,","اك يوواانا اندال, تە ڽو خام نە,"
"musuñoo jàng mbaa ñuy gëstu ci diine,","موسوڽوو جاڠ مباا ڽوي گێستو چي ديينە,"
"ñu daldi waaru, ràññee ne, daa nañu ànd ak Yeesu.","ڽو دالدي واارو, راڽڽەە نە, داا ناڽو اند اك يەەسو."
"Te bi ñu gisee nit, ka ñu","تە بي ڽو گيسەە نيت, كا ڽو"
"fajoon, taxaw ak ñoom, mënuñu caa teg dara.","فاجوون, تاخاو اك ڽووم, مێنوڽو چاا تەگ دارا."
"Noonu ñu santaane, ñu génne leen, ñu","نوونو ڽو سانتاانە, ڽو گێننە لەەن, ڽو"
"daldi gise ci seen biir,","دالدي گيسە چي سەەن بيير,"
ne: «Lu nuy def ak ñii? Ndaxte,نە: «لو نوي دەف اك ڽيي? نداختە
def nañu kéemaan gu siiw; loolu leer,دەف ناڽو كێەماان گو سييو; لوولو لەەر
"na ñi dëkk Yerusalem ñépp, te mënunu koo weddi.","نا ڽي دێكك يەروسالەم ڽێپپ, تە مێنونو كوو وەددي."
Waaye ngir mbir mi bañ a law,واايە ڠير مبير مي باڽ ا لاو
"ci xeet wi, nanu leen aaye, ñu","چي خەەت وي, نانو لەەن اايە, ڽو"
bañ a waxati ak kenn ci tur woowu.»,باڽ ا واخاتي اك كەنن چي تور ووووو.»
"Noonu ñu woo leen, ñu tere leen","نوونو ڽو ووو لەەن, ڽو تەرە لەەن"
"bu wóor, ñu waxati mbaa waare dara ci turu Yeesu.","بو وۆور, ڽو واخاتي مباا واارە دارا چي تورو يەەسو."
Waaye Piyeer ak Yowaana tontu leen ne:,واايە پييەەر اك يوواانا تونتو لەەن نە:
«Bu fekkee ne déggal leen te bàyyi,«بو فەككەە نە دێگگال لەەن تە باييي
"Yàlla moo jub ci kanam Yàlla, seetleen ko.","ياللا موو جوب چي كانام ياللا, سەەتلەەن كو."
Waaye nun mënunoo bañ a wax li,واايە نون مێنونوو باڽ ا واخ لي
nu gis te dégg ko.»,نو گيس تە دێگگ كو.»
"Noonu kilifa yi tëkkuwaat leen, yiwi leen,","نوونو كيليفا يي تێككوواات لەەن, ييوي لەەن,"
ñu dem. Ndaxte amuñu benn bunt ci,ڽو دەم. نداختە اموڽو بەنن بونت چي
"ñoom ngir mbugal leen, fekk ñépp di","ڽووم ڠير مبوگال لەەن, فەكك ڽێپپ دي"
màggal Yàlla ci li xewoon.,ماگگال ياللا چي لي خەووون.
"Ndaxte nit, ka ñu fajoon ci kéemaan","نداختە نيت, كا ڽو فاجوون چي كێەماان"
"googu, weesoon na ñeent-fukki at.","گووگو, وەەسوون نا ڽەەنت-فوككي ات."
"Bi ñu leen yiwee nag, ñu dem","بي ڽو لەەن ييوەە ناگ, ڽو دەم"
"ci seeni bokk, nettali leen li saraxalekat","چي سەەني بوكك, نەتتالي لەەن لي ساراخالەكات"
yu mag ya ak njiit ya waxoon lépp.,يو ماگ يا اك نجييت يا واخوون لێپپ.
"Bi ko bokk ya déggee nag, ñu","بي كو بوكك يا دێگگەە ناگ, ڽو"
"mànkoo, diis seen kàddu Yàlla ne: «Boroom","مانكوو, دييس سەەن كاددو ياللا نە: «بورووم"
"bi, yaa sàkk asamaan, suuf, géej ak","بي, ياا ساكك اساماان, سووف, گێەج اك"
lépp li nekk ci seen biir.,لێپپ لي نەكك چي سەەن بيير.
"Yaa wax, jaar ci sunu maam Daawuda","ياا واخ, جاار چي سونو ماام دااوودا"
"sa jaam, mi doon gémmiñu Xel mu","سا جاام, مي دوون گێمميڽو خەل مو"
"Sell mi, ne:“Lu tax xeeti àddina di","سەلل مي, نە:“لو تاخ خەەتي اددينا دي"
bax?Lu tax ñuy fexe lu mënul a am?,باخ?لو تاخ ڽوي فەخە لو مێنول ا ام?
"Buuri àddina dañoo booloo,te kilifa yi dajaloo,di","بووري اددينا داڽوو بوولوو,تە كيليفا يي داجالوو,دي"
bañ Boroom bi ak Almaseem.”,باڽ بورووم بي اك الماسەەم.”
"Ndaxte ci dëgg ci dëkk bii, Erodd","نداختە چي دێگگ چي دێكك بيي, ەرودد"
ak Poñsë Pilaat ànd ak xeeti àddina,اك پوڽسێ پيلاات اند اك خەەتي اددينا
"ak bànni Israyil, likkoo nañu, ngir daaneel","اك بانني يسراييل, ليككوو ناڽو, ڠير داانەەل"
"sa Ndaw lu sell li nga fal, di Yeesu,","سا نداو لو سەلل لي ڠا فال, دي يەەسو,"
"te def lépp, li sa kàttan ak sa ndigal tëraloon.","تە دەف لێپپ, لي سا كاتتان اك سا نديگال تێرالوون."
"Léegi nag Boroom bi, seetal seeni tëkku","لێەگي ناگ بورووم بي, سەەتال سەەني تێككو"
"te may say jaam, nuy wax sa kàddu ak fit.","تە ماي ساي جاام, نوي واخ سا كاددو اك فيت."
"Tàllalal sa loxo, ci wéral ak ci","تاللالال سا لوخو, چي وێرال اك چي"
"wone ay kéemaan ak ay firnde, jaarale","وونە اي كێەماان اك اي فيرندە, جاارالە"
"ko ci turu Yeesu, sa Ndaw lu sell li.»","كو چي تورو يەەسو, سا نداو لو سەلل لي.»"
"Bi ñu ñaanee ba noppi, bérab ba","بي ڽو ڽاانەە با نوپپي, بێراب با"
ñu booloo woon daldi yengatu; te ñoom,ڽو بوولوو ووون دالدي يەڠاتو; تە ڽووم
"ñépp fees ak Xel mu Sell mi,","ڽێپپ فەەس اك خەل مو سەلل مي,"
ñuy wax kàddug Yàlla ak fit wu dëgër.,ڽوي واخ كاددوگ ياللا اك فيت وو دێگێر.
Noonu mbooloom ñu gëm ñi bokk menn,نوونو مبوولووم ڽو گێم ڽي بوكك مەنن
xel ak benn xalaat. Kenn daawul aakimoo,خەل اك بەنن خالاات. كەنن دااوول ااكيموو
"dara ci alalam, waaye ñoo bokkoon lépp.","دارا چي الالام, واايە ڽوو بوككوون لێپپ."
Te ndaw yi di seedeel ndekkitel Yeesu,تە نداو يي دي سەەدەەل ندەككيتەل يەەسو
Boroom bi ak kàttan gu réy. Te,بورووم بي اك كاتتان گو رێي. تە
"yiw wu yaatu ëmb leen, ñoom ñépp.","ييو وو يااتو ێمب لەەن, ڽووم ڽێپپ."
"Kenn ci ñoom ñàkkul dara, ndaxte képp","كەنن چي ڽووم ڽاككول دارا, نداختە كێپپ"
ku nekk boroom suuf mbaa am ay,كو نەكك بورووم سووف مباا ام اي
"kër, jaay na ko, indi njëg gi,","كێر, جااي نا كو, يندي نجێگ گي,"
teg ko ci loxoy ndaw ya; ñu,تەگ كو چي لوخوي نداو يا; ڽو
"di ci sédd, kenn ku nekk li mu soxla.","دي چي سێدد, كەنن كو نەكك لي مو سوخلا."
"Noonu amoon na fa ku tudd Yuusufa,","نوونو اموون نا فا كو تودد يووسوفا,"
"te ndaw yi dàkkentale ko Barnabas, miy","تە نداو يي داككەنتالە كو بارناباس, ميي"
"tekki «Kiy dëgëral fit yi,» mu soqikoo","تەككي «كيي دێگێرال فيت يي,» مو سوقيكوو"
"ci giiru Lewi, te juddoo dunu Sipar.","چي گييرو لەوي, تە جوددوو دونو سيپار."
"Moom nag jaay na tool, ba mu","مووم ناگ جااي نا توول, با مو"
"moom, indi xaalis ba, teg ko ci loxoy ndaw ya.","مووم, يندي خااليس با, تەگ كو چي لوخوي نداو يا."
"Naka noonu nit ku tudd Anañas, ànd","ناكا نوونو نيت كو تودد اناڽاس, اند"
"ak Safira jabaram, jaay làccu suuf.","اك سافيرا جابارام, جااي لاچچو سووف."
Mu dencal boppam benn cér ca njëg,مو دەنچال بوپپام بەنن چێر چا نجێگ
"ga, ànd ca ak jabaram; ba noppi","گا, اند چا اك جابارام; با نوپپي"
"mu indi cér ba ca des, teg","مو يندي چێر با چا دەس, تەگ"
ko ci loxoy ndaw ya.,كو چي لوخوي نداو يا.
Bi mu ko defee Piyeer ne ko:,بي مو كو دەفەە پييەەر نە كو:
"«Anañas, lu tax nga bàyyi Seytaane dugg","«اناڽاس, لو تاخ ڠا باييي سەيتاانە دوگگ"
"la, ba fees sa xol, ngay wor","لا, با فەەس سا خول, ڠاي وور"
"Xel mu Sell mi, ci li nga","خەل مو سەلل مي, چي لي ڠا"
dencal sa bopp benn cér ci njëg gi?,دەنچال سا بوپپ بەنن چێر چي نجێگ گي?
"Bi mu jaragul, ndax moomuloo ko woon?","بي مو جاراگول, نداخ موومولوو كو ووون?"
"Te bi mu jaree, ndax yilifuloo woon","تە بي مو جارەە, نداخ ييليفولوو ووون"
njëg gi? Lu tax nga fas ci,نجێگ گي? لو تاخ ڠا فاس چي
"sa xol def nii? Woruloo nit ñi, waaye Yàlla nga wor.»","سا خول دەف نيي? وورولوو نيت ڽي, واايە ياللا ڠا وور.»"
"Bi Anañas déggee baat yooyu, mu daanu","بي اناڽاس دێگگەە باات يوويو, مو داانو"
"dee. Ñi ko dégg ñépp tiit, ba ne nërëm.","دەە. ڽي كو دێگگ ڽێپپ تييت, با نە نێرێم."
"Noonu waxambaane ya jóg, ñu sàng ko, yóbbu ko, jébbal Yàlla.","نوونو واخامباانە يا جۆگ, ڽو ساڠ كو, يۆببو كو, جێببال ياللا."
"Ñetti waxtu gannaaw ga, jabaram duggsi, fekk xamul la fa xew.","ڽەتتي واختو گاننااو گا, جابارام دوگگسي, فەكك خامول لا فا خەو."
"Piyeer daldi ko ne: «Wax ma, ndax","پييەەر دالدي كو نە: «واخ ما, نداخ"
"lii mooy njëgu tool bi?» Mu tontu ko: «Waawaaw, lii la.»","ليي مووي نجێگو توول بي?» مو تونتو كو: «وااوااو, ليي لا.»"
Ci kaw loolu Piyeer ne ko: «Lu,چي كاو لوولو پييەەر نە كو: «لو
"tax ngeen ànd, di diiŋat Xelu Boroom","تاخ ڠەەن اند, دي دييŋات خەلو بورووم"
bi? Ñi denci woon sa jëkkër ñu,بي? ڽي دەنچي ووون سا جێككێر ڽو
"ngi nii ci bunt bi, te dinañu la yóbbu.»","ڠي نيي چي بونت بي, تە ديناڽو لا يۆببو.»"
Ca saa sa mu daanu ciy tànkam,چا ساا سا مو داانو چيي تانكام
"dee. Bi waxambaane ya agsee nag, ñu","دەە. بي واخامباانە يا اگسەە ناگ, ڽو"
"fekk ko, mu faatu; ñu yóbbu ko,","فەكك كو, مو فااتو; ڽو يۆببو كو,"
def ko ci wetu jëkkëram.,دەف كو چي وەتو جێككێرام.
Noonu tiitaange ju mag tàbbi ci mbooloom,نوونو تييتااڠە جو ماگ تاببي چي مبوولووم
ñi gëm ñépp ak ñi ko dégg ñépp.,ڽي گێم ڽێپپ اك ڽي كو دێگگ ڽێپپ.
Bi loolu amee ay kéemaan ak ay,بي لوولو امەە اي كێەماان اك اي
firnde yu bare di xew ci nit,فيرندە يو بارە دي خەو چي نيت
"ñi, jaare ca loxoy ndaw ya. Ñépp","ڽي, جاارە چا لوخوي نداو يا. ڽێپپ"
di booloo ca Werandaa bu Suleymaan ca kër Yàlla ga.,دي بوولوو چا وەرانداا بو سولەيماان چا كێر ياللا گا.
Te kenn ci ña ca des ñemewul,تە كەنن چي ڽا چا دەس ڽەمەوول
"a booloo ak ñoom, waaye nit ñépp di leen màggal.","ا بوولوو اك ڽووم, واايە نيت ڽێپپ دي لەەن ماگگال."
"Moona ay nit ñu gën a bare,","موونا اي نيت ڽو گێن ا بارە,"
"góor ak jigéen, di gëm Boroom bi, tey taq ci ñoom.","گۆور اك جيگێەن, دي گێم بورووم بي, تەي تاق چي ڽووم."
Nit ñi indi sax ñu wopp ca,نيت ڽي يندي ساخ ڽو ووپپ چا
"mbedd ya, teg leen ca ay lal","مبەدد يا, تەگ لەەن چا اي لال"
"yu ndaw ak ay leeso, ngir bu","يو نداو اك اي لەەسو, ڠير بو"
"Piyeer di jaar, doonte takkandeeram sax yiir ñenn ci ñoom.","پييەەر دي جاار, دوونتە تاككاندەەرام ساخ ييير ڽەنن چي ڽووم."
"Te it nit ñu bare dajaloo, jóge","تە يت نيت ڽو بارە داجالوو, جۆگە"
"ca dëkk ya wër Yerusalem, ñu indi","چا دێكك يا وێر يەروسالەم, ڽو يندي"
ay jarag ak ñu rab yu bon,اي جاراگ اك ڽو راب يو بون
sadd; te ñoom ñépp daldi wér.,سادد; تە ڽووم ڽێپپ دالدي وێر.
Booba saraxalekat bu mag ba jóg ak,بووبا ساراخالەكات بو ماگ با جۆگ اك
"gàngooram gépp, maanaam kureelu Sadusen, ga fa","گاڠوورام گێپپ, مااناام كورەەلو سادوسەن, گا فا"
"dëkk. Kiñaan gu mag jàpp leen,","دێكك. كيڽاان گو ماگ جاپپ لەەن,"
"ba ñu jàpp ndaw ya, tëj leen ca kaso ba.","با ڽو جاپپ نداو يا, تێج لەەن چا كاسو با."
Waaye ci guddi malaakam Boroom bi ubbi,واايە چي گوددي مالااكام بورووم بي وببي
"buntu kaso ba, génne leen ci biti naan:","بونتو كاسو با, گێننە لەەن چي بيتي ناان:"
"«Demleen taxaw ca kër Yàlla ga, te","«دەملەەن تاخاو چا كێر ياللا گا, تە"
xamal nit ñi lépp lu jëm ci dund gu wóor gii.»,خامال نيت ڽي لێپپ لو جێم چي دوند گو وۆور گيي.»
"Bi ñu déggee loolu, ñu dugg ca","بي ڽو دێگگەە لوولو, ڽو دوگگ چا"
"kër Yàlla ga ci suba teel, daldi","كێر ياللا گا چي سوبا تەەل, دالدي"
"waare. Bi ñu koy def, saraxalekat bu","واارە. بي ڽو كوي دەف, ساراخالەكات بو"
"mag ba ak gàngooram ñëw, woolu kureelu","ماگ با اك گاڠوورام ڽێو, ووولو كورەەلو"
"àttekat ya, maanaam mbooloom njiiti bànni Israyil","اتتەكات يا, مااناام مبوولووم نجييتي بانني يسراييل"
"gépp; ñu yónnee, ngir jëli ndaw ya ca kaso ba.","گێپپ; ڽو يۆننەە, ڠير جێلي نداو يا چا كاسو با."
Waaye bi wottukati kër Yàlla ga agsee,واايە بي ووتتوكاتي كێر ياللا گا اگسەە
"ca kaso ba, gisuñu leen fa; ñu daldi dellusi, yégle ko","چا كاسو با, گيسوڽو لەەن فا; ڽو دالدي دەللوسي, يێگلە كو"
ne: «Fekk nanu kaso ba tëju bu,نە: «فەكك نانو كاسو با تێجو بو
wóor ak wottukat ya taxaw ca bunt,وۆور اك ووتتوكات يا تاخاو چا بونت
"ya, waaye bi nu ko tijjee, fekkunu kenn ci biir.»","يا, واايە بي نو كو تيججەە, فەككونو كەنن چي بيير.»"
Bi kilifag wottukati kër Yàlla ga ak,بي كيليفاگ ووتتوكاتي كێر ياللا گا اك
"saraxalekat yu mag ya déggee loolu, ñu","ساراخالەكات يو ماگ يا دێگگەە لوولو, ڽو"
"daldi ciy jaaxle lool, ñuy laajante, fu lii di mujj.","دالدي چيي جااخلە لوول, ڽوي لااجانتە, فو ليي دي موجج."
"Noonu benn waay ñëw, yégal leen ne:","نوونو بەنن وااي ڽێو, يێگال لەەن نە:"
«Nit ñi ngeen tëjoon ñu ngi taxaw,«نيت ڽي ڠەەن تێجوون ڽو ڠي تاخاو
"ca kër Yàlla ga, di jàngal nit ñi.»","چا كێر ياللا گا, دي جاڠال نيت ڽي.»"
Ci kaw loolu kilifa ga ak wottukat,چي كاو لوولو كيليفا گا اك ووتتوكات
ya dem jëli leen; waaye boolewuñu ci,يا دەم جێلي لەەن; واايە بوولەووڽو چي
"fitna, ngir ragal nit ñi sànni leen ay xeer.","فيتنا, ڠير راگال نيت ڽي سانني لەەن اي خەەر."
"Bi ñu leen indee, ñu dëj leen","بي ڽو لەەن يندەە, ڽو دێج لەەن"
ci kanamu mbooloo ma. Saraxalekat bu mag ba laaj leen,چي كانامو مبوولوو ما. ساراخالەكات بو ماگ با لااج لەەن
"ne: «Ndax terewunu leen ci lu wér,","نە: «نداخ تەرەوونو لەەن چي لو وێر,"
"ngeen waare ci tur woowu, te fi","ڠەەن واارە چي تور ووووو, تە في"
mu ne dajal ngeen Yerusalem ak seeni,مو نە داجال ڠەەن يەروسالەم اك سەەني
"waare, rax-ca-dolli yéena ngi nuy fexee taqal deretu nit kooku.»","واارە, راخ-چا-دوللي يێەنا ڠي نوي فەخەە تاقال دەرەتو نيت كووكو.»"
Waaye Piyeer ak ndaw ya tontu leen,واايە پييەەر اك نداو يا تونتو لەەن
ne: «Déggal Yàlla moo gën déggal nit.,نە: «دێگگال ياللا موو گێن دێگگال نيت.
"Yàllay sunuy maam dekkal na Yeesu, mi","ياللاي سونوي ماام دەككال نا يەەسو, مي"
ngeen bóomoon ci wékk ko ca bant ba.,ڠەەن بۆوموون چي وێكك كو چا بانت با.
"Te Yàlla yékkati na ko ci ndeyjooram,","تە ياللا يێككاتي نا كو چي ندەيجوورام,"
"mu nekk Buur ak Musalkat, ngir may","مو نەكك بوور اك موسالكات, ڠير ماي"
"bànni Israyil réccu, ba mu baal leen seeni bàkkaar.","بانني يسراييل رێچچو, با مو باال لەەن سەەني باككاار."
"Seede nanu loolu, nun ak Xel mu","سەەدە نانو لوولو, نون اك خەل مو"
"Sell, mi Yàlla may ñi koy déggal.»","سەلل, مي ياللا ماي ڽي كوي دێگگال.»"
"Bi ñu déggee loolu, ñu mer ba","بي ڽو دێگگەە لوولو, ڽو مەر با"
"seen xol di dagg, ñu bëgg leen a rey.","سەەن خول دي داگگ, ڽو بێگگ لەەن ا رەي."
Waaye amoon na fa nit ku tudd,واايە اموون نا فا نيت كو تودد
"Gamaleel, bokk ci tariixab Farisen ya, di","گامالەەل, بوكك چي تارييخاب فاريسەن يا, دي"
"xutbakat bu tedd ci yoonu Musaa, mu","خوتباكات بو تەدد چي يوونو موساا, مو"
"jóg ca mbooloo ma, santaane ñu génne leen tuuti.","جۆگ چا مبوولوو ما, سانتاانە ڽو گێننە لەەن تووتي."
Bi ñu ko defee mu ne leen:,بي ڽو كو دەفەە مو نە لەەن:
"«Yéen bokki Israyil, moytuleen li ngeen di def nit ñooñu.","«يێەن بوككي يسراييل, مويتولەەن لي ڠەەن دي دەف نيت ڽووڽو."
"Ndaxte bu yàggul Tëdas jógoon na, mbubboo","نداختە بو ياگگول تێداس جۆگوون نا, مبوببوو"
"daraja, ba lu mat ñeenti téeméeri nit","داراجا, با لو مات ڽەەنتي تێەمێەري نيت"
takktoo ak moom. Tëdas moomu nag reyees,تاككتوو اك مووم. تێداس موومو ناگ رەيەەس
"na ko, te ñi ko toppoon ñépp","نا كو, تە ڽي كو توپپوون ڽێپپ"
"tasaaroo, ba seen pexe nasax.","تاسااروو, با سەەن پەخە ناساخ."
"Gannaawam it Yudaa mu Galile jóg, ca","گاننااوام يت يوداا مو گاليلە جۆگ, چا"
jamono ja ñu doon bind waa réew,جامونو جا ڽو دوون بيند واا رێەو
"ma, mu jógloo nit ñu bare, ñu","ما, مو جۆگلوو نيت ڽو بارە, ڽو"
"ànd ak moom. Moom itam dee na,","اند اك مووم. مووم يتام دەە نا,"
te ay nitam ñépp tasaaroo.,تە اي نيتام ڽێپپ تاسااروو.
"Léegi maa ngi leen di wax, génnleen","لێەگي ماا ڠي لەەن دي واخ, گێننلەەن"
ci mbirum ñooñu te bàyyi leen ñu,چي مبيروم ڽووڽو تە باييي لەەن ڽو
dem. Ndaxte bu seen pas-pas mbaa seen,دەم. نداختە بو سەەن پاس-پاس مباا سەەن
"jëf dee pexem nit, dina yàqu.","جێف دەە پەخەم نيت, دينا ياقو."
"Waaye bu fekkee ne ndogalu Yàlla la,","واايە بو فەككەە نە ندوگالو ياللا لا,"
"dungeen ko man a fanq, ngir ragal a jànkoonte ak Yàlla.»","دوڠەەن كو مان ا فانق, ڠير راگال ا جانكوونتە اك ياللا.»"
"Bi mu waxee loolu, ñu fekk ko","بي مو واخەە لوولو, ڽو فەكك كو"
"ci xalaatam; ñu woo ndaw ya, daldi","چي خالااتام; ڽو ووو نداو يا, دالدي"
"leen dóor ay yar, tere leen, ñu","لەەن دۆور اي يار, تەرە لەەن, ڽو"
"waxati dara ci turu Yeesu, ba noppi bàyyi leen, ñu dem.","واخاتي دارا چي تورو يەەسو, با نوپپي باييي لەەن, ڽو دەم."
Ndaw ya nag jóge ca kanam kureelu,نداو يا ناگ جۆگە چا كانام كورەەلو
"àttekat ya, bég ci li leen Yàlla","اتتەكات يا, بێگ چي لي لەەن ياللا"
"jàppe, ñu yeyoo yenu toroxte ngir Tur wa.","جاپپە, ڽو يەيوو يەنو توروختە ڠير تور وا."
Noonu bés bu nekk ca kër Yàlla,نوونو بێس بو نەكك چا كێر ياللا
"ga ak ca kër ya, daawuñu noppee","گا اك چا كێر يا, دااووڽو نوپپەە"
jàngale ak a xamle xebaar bu baax,جاڠالە اك ا خاملە خەباار بو بااخ
"bi, ne Yeesu mooy Almasi bi.","بي, نە يەەسو مووي الماسي بي."
"Ca bés yooyu, naka taalibe yi di","چا بێس يوويو, ناكا تااليبە يي دي"
"gën a bare, Yawut yiy làkk gereg","گێن ا بارە, ياووت ييي لاكك گەرەگ"
"tàmbalee ñaxtu ci mbirum Yawut tigi yi,","تامبالەە ڽاختو چي مبيروم ياووت تيگي يي,"
te lii a ko waral: jigéen ñi,تە ليي ا كو وارال: جيگێەن ڽي
"seen jëkkër dee, te ñu bokk ci","سەەن جێككێر دەە, تە ڽو بوكك چي"
"ñoom, naraalewuñu leen ca ndimbal, la ñuy séddale bés bu nekk.","ڽووم, ناراالەووڽو لەەن چا نديمبال, لا ڽوي سێددالە بێس بو نەكك."
Noonu fukki ndaw ya ak ñaar woo,نوونو فوككي نداو يا اك ڽاار ووو
mbooloom taalibe ya ne leen: «Nu bàyyi,مبوولووم تااليبە يا نە لەەن: «نو باييي
"kàddug Yàlla, di topptoo mbirum séddale, loolu jekkul ci nun.","كاددوگ ياللا, دي توپپتوو مبيروم سێددالە, لوولو جەككول چي نون."
"Kon nag bokk yi, tànnleen juróom-ñaari nit","كون ناگ بوكك يي, تاننلەەن جورۆوم-ڽااري نيت"
"ci seen biir, ñu am seede su","چي سەەن بيير, ڽو ام سەەدە سو"
rafet te fees ak Xel mu Sell,رافەت تە فەەس اك خەل مو سەلل
"mi ak sago, nu dénk leen liggéey bii.","مي اك ساگو, نو دێنك لەەن ليگگێەي بيي."
Waaye nun dinanu wéy ci ñaan ci,واايە نون دينانو وێي چي ڽاان چي
Yàlla ak ci yenub xamle kàddu gi.»,ياللا اك چي يەنوب خاملە كاددو گي.»
Lii ñu wax nag neex na mbooloo,ليي ڽو واخ ناگ نەەخ نا مبوولوو
"mépp. Noonu ñu tànn Ecen, di nit","مێپپ. نوونو ڽو تانن ەچەن, دي نيت"
ku fees ak ngëm ak Xel mu,كو فەەس اك ڠێم اك خەل مو
"Sell mi, boole ci Filib ak Porokor,","سەلل مي, بوولە چي فيليب اك پوروكور,"
"teg ca Nikanor, Timon, Parmenas ak Nikolas,","تەگ چا نيكانور, تيمون, پارمەناس اك نيكولاس,"
mi juddoo Ancos te tuub ci yoonu Yawut ya.,مي جوددوو انچوس تە تووب چي يوونو ياووت يا.
"Ñu jébbal leen ndaw ya, ñaanal leen, teg leen loxo.","ڽو جێببال لەەن نداو يا, ڽاانال لەەن, تەگ لەەن لوخو."
"Noonu kàddug Yàlla di law, ba mbooloom","نوونو كاددوگ ياللا دي لاو, با مبوولووم"
taalibe yi di yokku bu bare ci,تااليبە يي دي يوككو بو بارە چي
Yerusalem; te saraxalekat yu bare déggal Yàlla,يەروسالەم; تە ساراخالەكات يو بارە دێگگال ياللا
ci topp yoonu ngëm wi.,چي توپپ يوونو ڠێم وي.
"Naka noona Ecen, mi fees ak yiw","ناكا نوونا ەچەن, مي فەەس اك ييو"
"ak kàttan, di def ay kéemaan yu","اك كاتتان, دي دەف اي كێەماان يو"
mag ak ay firnde ca nit ña.,ماگ اك اي فيرندە چا نيت ڽا.
"Waaye ay nit jóg, bokk ci jàngu,","واايە اي نيت جۆگ, بوكك چي جاڠو,"
"bi ñuy wax Jàngub ñi ñu goreel,","بي ڽوي واخ جاڠوب ڽي ڽو گورەەل,"
"di ay niti dëkki Siren ak Alegsàndiri,","دي اي نيتي دێككي سيرەن اك الەگسانديري,"
"ak it waa diiwaani Silisi ak Asi. Ñuy werante ak Ecen,","اك يت واا دييوااني سيليسي اك اسي. ڽوي وەرانتە اك ەچەن,"
waaye àttanuñu sagoom ak Xel mi muy waxe.,واايە اتتانوڽو ساگووم اك خەل مي موي واخە.
"Kon ñu daldi jënd ay nit, ñu","كون ڽو دالدي جێند اي نيت, ڽو"
"ne: «Dégg nanu ko, muy sosal Musaa ak Yàlla.»","نە: «دێگگ نانو كو, موي سوسال موساا اك ياللا.»"
Noonu ñu jógloo nit ñi ak njiit,نوونو ڽو جۆگلوو نيت ڽي اك نجييت
"yi ak xutbakat yi, ñu dal ci","يي اك خوتباكات يي, ڽو دال چي"
"kawam, jàpp ko, yóbbu ko ca kureelu àttekat ya.","كاوام, جاپپ كو, يۆببو كو چا كورەەلو اتتەكات يا."
Te ñu sàkk ay naaféq yuy seede,تە ڽو ساكك اي ناافێق يوي سەەدە
ne: «Kii du bàyyee wax lu juuyoo,نە: «كيي دو باييەە واخ لو جوويوو
ak bérab bu sell ba ak yoonu Musaa.,اك بێراب بو سەلل با اك يوونو موساا.
"Ndaxte dégg nanu, muy wax ne, Yeesum","نداختە دێگگ نانو, موي واخ نە, يەەسوم"
Nasaret moomu dina daaneel bérab bii te,ناسارەت موومو دينا داانەەل بێراب بيي تە
"soppi aada, yi nu Musaa batale woon.»","سوپپي اادا, يي نو موساا باتالە ووون.»"
"Bi ñu ko waxee, ña toogoon ñépp","بي ڽو كو واخەە, ڽا تووگوون ڽێپپ"
"ca mbooloo ma xool ko jàkk, gis","چا مبوولوو ما خوول كو جاكك, گيس"
"xar-kanamam, mu mel ni xar-kanamu malaaka.","خار-كانامام, مو مەل ني خار-كانامو مالااكا."
Noonu saraxalekat bu mag ba ne ko: «Ndax loolu dëgg la?»,نوونو ساراخالەكات بو ماگ با نە كو: «نداخ لوولو دێگگ لا?»
Ecen tontu ko: «Yéen samay bokk ak,ەچەن تونتو كو: «يێەن ساماي بوكك اك
"samay baay, dégluleen! Yàlla, miy Boroom ndam,","ساماي بااي, دێگلولەەن! ياللا, ميي بورووم ندام,"
"feeñu woon na sunu maam Ibraayma, bi","فەەڽو ووون نا سونو ماام يبراايما, بي"
"mu nekkee réewu Mesopotami, te dëkkagul woon Karan.","مو نەككەە رێەوو مەسوپوتامي, تە دێككاگول ووون كاران."
"Mu ne ko: “Toxul sa réew, bàyyi","مو نە كو: “توخول سا رێەو, باييي"
"say bokk, te ñëw ci réew, mi ma lay won.”","ساي بوكك, تە ڽێو چي رێەو, مي ما لاي وون.”"
